Record,loggingTime(txt),Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
336,2025-05-17T12:36:04.600,37.4110984,-121.1132450,48.3,41.52,-0.128,0.679,0.965,0,0.30,0.61,30.96
337,2025-05-17T12:36:04.640,37.4110988,-121.1132397,48.3,41.59,-0.123,0.687,0.961,0,0.19,0.53,31.49
338,2025-05-17T12:36:04.680,37.4110995,-121.1132345,48.3,41.50,-0.118,0.699,0.951,0,0.12,0.69,31.84
339,2025-05-17T12:36:04.720,37.4111000,-121.1132293,48.3,41.68,-0.113,0.712,0.943,0,0.44,1.16,32.06
340,2025-05-17T12:36:04.760,37.4111008,-121.1132241,48.3,41.61,-0.110,0.718,0.938,0,1.03,1.84,32.17
341,2025-05-17T12:36:04.800,37.4111016,-121.1132190,48.3,41.20,-0.107,0.719,0.934,0,1.52,2.65,32.29
342,2025-05-17T12:36:04.840,37.4111026,-121.1132140,48.3,40.89,-0.105,0.716,0.928,0,1.60,3.45,32.52
343,2025-05-17T12:36:04.880,37.4111035,-121.1132090,48.3,40.72,-0.105,0.716,0.924,0,1.27,4.06,32.92
344,2025-05-17T12:36:04.920,37.4111045,-121.1132041,48.3,40.56,-0.105,0.719,0.918,0,0.57,4.31,33.56
345,2025-05-17T12:36:04.960,37.4111055,-121.1131991,48.3,40.71,-0.105,0.733,0.915,0,-0.07,4.13,34.37
346,2025-05-17T12:36:05.000,37.4111068,-121.1131942,48.4,40.51,-0.106,0.749,0.915,0,-0.36,3.67,35.17
347,2025-05-17T12:36:05.040,37.4111081,-121.1131894,48.4,40.30,-0.107,0.766,0.922,0,-0.23,2.95,35.90
348,2025-05-17T12:36:05.080,37.4111095,-121.1131845,48.4,40.21,-0.107,0.781,0.934,0,0.24,2.10,36.49
349,2025-05-17T12:36:05.120,37.4111111,-121.1131799,48.4,40.13,-0.108,0.793,0.951,0,0.56,1.18,36.87
350,2025-05-17T12:36:05.200,37.4111145,-121.1131707,48.3,40.37,-0.109,0.800,0.965,0,0.37,0.44,36.96
351,2025-05-17T12:36:05.240,37.4111164,-121.1131661,48.3,40.43,-0.114,0.812,0.974,0,-0.09,-0.03,36.89
352,2025-05-17T12:36:05.280,37.4111185,-121.1131618,48.3,39.84,-0.120,0.820,0.979,0,-0.39,-0.10,36.63
353,2025-05-17T12:36:05.320,37.4111205,-121.1131576,48.2,39.61,-0.126,0.826,0.984,0,-0.58,0.19,36.31
354,2025-05-17T12:36:05.360,37.4111227,-121.1131533,48.2,39.61,-0.134,0.824,0.984,0,-0.42,0.82,36.02
355,2025-05-17T12:36:05.400,37.4111248,-121.1131491,48.2,39.48,-0.138,0.812,0.981,0,-0.12,1.55,35.89
356,2025-05-17T12:36:05.440,37.4111270,-121.1131450,48.2,39.17,-0.136,0.796,0.969,0,-0.12,2.21,35.92
357,2025-05-17T12:36:05.480,37.4111293,-121.1131410,48.2,39.15,-0.133,0.781,0.950,0,-0.52,2.68,36.12
358,2025-05-17T12:36:05.520,37.4111317,-121.1131371,48.3,39.03,-0.127,0.773,0.928,0,-1.06,2.96,36.38
359,2025-05-17T12:36:05.560,37.4111343,-121.1131333,48.2,39.20,-0.121,0.774,0.910,0,-1.38,3.09,36.65
360,2025-05-17T12:36:05.600,37.4111369,-121.1131296,48.2,39.12,-0.114,0.785,0.907,0,-1.07,3.14,36.90
361,2025-05-17T12:36:05.640,37.4111396,-121.1131259,48.2,38.95,-0.103,0.792,0.914,0,-0.26,3.07,37.13
362,2025-05-17T12:36:05.680,37.4111422,-121.1131223,48.2,38.71,-0.083,0.792,0.922,0,0.52,2.84,37.37
363,2025-05-17T12:36:05.720,37.4111448,-121.1131188,48.2,38.30,-0.056,0.788,0.927,0,0.92,2.37,37.64
364,2025-05-17T12:36:05.760,37.4111477,-121.1131154,48.2,38.12,-0.020,0.783,0.924,0,0.73,1.67,37.87
365,2025-05-17T12:36:05.800,37.4111506,-121.1131123,48.1,38.38,0.014,0.786,0.921,0,0.02,0.78,37.90
366,2025-05-17T12:36:05.840,37.4111538,-121.1131090,48.1,39.08,0.050,0.794,0.924,0,-0.63,-0.14,37.64
367,2025-05-17T12:36:05.880,37.4111566,-121.1131056,48.1,39.42,0.076,0.808,0.939,0,-0.96,-0.90,37.01
368,2025-05-17T12:36:05.920,37.4111599,-121.1131023,48.1,39.68,0.093,0.818,0.960,0,-0.82,-1.40,36.02
369,2025-05-17T12:36:05.960,37.4111631,-121.1130994,48.1,39.78,0.102,0.816,0.973,0,-0.47,-1.45,34.75
370,2025-05-17T12:36:06.000,37.4111664,-121.1130965,48.1,39.83,0.106,0.798,0.980,0,-0.19,-1.11,33.44
371,2025-05-17T12:36:06.040,37.4111698,-121.1130936,48.0,39.97,0.107,0.779,0.977,0,-0.34,-0.49,32.26
372,2025-05-17T12:36:06.080,37.4111733,-121.1130907,48.0,40.22,0.108,0.756,0.966,0,-0.74,0.25,31.34
373,2025-05-17T12:36:06.120,37.4111769,-121.1130879,48.1,40.58,0.111,0.737,0.954,0,-1.23,1.07,30.74
374,2025-05-17T12:36:06.160,37.4111804,-121.1130853,48.1,40.89,0.112,0.727,0.951,0,-1.45,1.81,30.49
375,2025-05-17T12:36:06.200,37.4111842,-121.1130829,48.1,40.97,0.115,0.717,0.945,0,-1.35,2.41,30.57
376,2025-05-17T12:36:06.240,37.4111880,-121.1130805,48.0,41.01,0.115,0.710,0.941,0,-1.05,2.81,30.86
377,2025-05-17T12:36:06.280,37.4111917,-121.1130783,48.0,41.31,0.113,0.705,0.937,0,-0.68,2.98,31.36
378,2025-05-17T12:36:06.320,37.4111955,-121.1130762,48.0,41.55,0.109,0.704,0.933,0,-0.33,2.99,31.95
379,2025-05-17T12:36:06.360,37.4111995,-121.1130740,48.0,41.82,0.102,0.703,0.928,0,0.10,2.85,32.61
380,2025-05-17T12:36:06.400,37.4112033,-121.1130719,48.0,41.99,0.095,0.709,0.928,0,0.58,2.68,33.19
381,2025-05-17T12:36:06.440,37.4112074,-121.1130700,48.0,42.15,0.086,0.712,0.933,0,1.06,2.58,33.67
382,2025-05-17T12:36:06.480,37.4112113,-121.1130680,48.0,42.33,0.075,0.719,0.937,0,1.20,2.59,34.00
383,2025-05-17T12:36:06.520,37.4112154,-121.1130661,48.0,42.47,0.059,0.732,0.944,0,1.14,2.72,34.16
384,2025-05-17T12:36:06.560,37.4112196,-121.1130647,48.0,42.34,0.038,0.746,0.950,0,1.04,2.93,34.19
385,2025-05-17T12:36:06.600,37.4112236,-121.1130633,47.9,42.29,0.012,0.760,0.955,0,1.30,3.17,34.23
386,2025-05-17T12:36:06.640,37.4112277,-121.1130618,48.0,42.22,-0.012,0.767,0.960,0,1.89,3.31,34.37
387,2025-05-17T12:36:06.680,37.4112318,-121.1130606,47.9,42.21,-0.036,0.766,0.965,0,2.39,3.31,34.66
388,2025-05-17T12:36:06.720,37.4112361,-121.1130594,48.0,42.33,-0.052,0.764,0.965,0,2.30,3.11,35.13
389,2025-05-17T12:36:06.760,37.4112403,-121.1130584,48.0,42.39,-0.061,0.772,0.966,0,1.42,2.70,35.66
390,2025-05-17T12:36:06.800,37.4112445,-121.1130575,48.0,42.31,-0.062,0.786,0.966,0,0.21,2.18,36.09
391,2025-05-17T12:36:06.840,37.4112488,-121.1130568,48.0,42.59,-0.055,0.808,0.962,0,-0.74,1.70,36.26
392,2025-05-17T12:36:06.880,37.4112531,-121.1130563,48.0,42.74,-0.039,0.822,0.959,0,-1.00,1.32,36.14
393,2025-05-17T12:36:06.920,37.4112573,-121.1130560,48.0,42.45,-0.013,0.827,0.955,0,-0.78,1.03,35.68
394,2025-05-17T12:36:06.960,37.4112616,-121.1130556,48.0,42.59,0.024,0.816,0.947,0,-0.49,0.80,34.85
395,2025-05-17T12:36:07.000,37.4112660,-121.1130554,48.0,42.70,0.064,0.801,0.938,0,-0.48,0.56,33.86
396,2025-05-17T12:36:07.040,37.4112703,-121.1130554,48.0,43.12,0.103,0.786,0.930,0,-0.94,0.24,32.60
397,2025-05-17T12:36:07.080,37.4112748,-121.1130556,48.0,43.42,0.133,0.774,0.922,0,-1.46,-0.06,31.21
398,2025-05-17T12:36:07.120,37.4112792,-121.1130556,48.0,43.50,0.154,0.761,0.918,0,-1.74,-0.22,29.76
399,2025-05-17T12:36:07.160,37.4112835,-121.1130558,48.0,43.52,0.163,0.748,0.917,0,-1.51,-0.14,28.42
400,2025-05-17T12:36:07.200,37.4112879,-121.1130561,48.0,43.71,0.168,0.733,0.920,0,-0.96,0.16,27.19
401,2025-05-17T12:36:07.240,37.4112923,-121.1130568,48.0,44.04,0.170,0.713,0.926,0,-0.27,0.67,26.35
402,2025-05-17T12:36:07.280,37.4112969,-121.1130575,48.0,44.45,0.174,0.697,0.931,0,0.26,1.14,25.94
403,2025-05-17T12:36:07.320,37.4113014,-121.1130582,48.0,44.81,0.178,0.681,0.935,0,0.64,1.44,25.99
404,2025-05-17T12:36:07.360,37.4113060,-121.1130591,48.0,45.19,0.183,0.673,0.942,0,0.81,1.45,26.42
405,2025-05-17T12:36:07.400,37.4113105,-121.1130601,48.0,45.53,0.186,0.670,0.947,0,0.74,1.20,27.09
406,2025-05-17T12:36:07.440,37.4113151,-121.1130611,47.9,45.90,0.187,0.672,0.952,0,0.32,0.79,27.80
407,2025-05-17T12:36:07.480,37.4113198,-121.1130625,47.9,46.31,0.189,0.680,0.958,0,-0.26,0.45,28.30
408,2025-05-17T12:36:07.520,37.4113244,-121.1130640,47.9,46.88,0.192,0.693,0.965,0,-0.78,0.27,28.44
409,2025-05-17T12:36:07.560,37.4113291,-121.1130654,47.9,46.99,0.195,0.701,0.974,0,-1.01,0.33,28.17
410,2025-05-17T12:36:07.600,37.4113335,-121.1130668,47.9,46.90,0.197,0.701,0.984,0,-0.99,0.60,27.59
411,2025-05-17T12:36:07.640,37.4113382,-121.1130682,47.9,47.01,0.198,0.699,0.988,0,-0.82,0.95,26.88
412,2025-05-17T12:36:07.680,37.4113427,-121.1130697,47.9,47.09,0.194,0.694,0.985,0,-0.52,1.22,26.30
413,2025-05-17T12:36:07.720,37.4113473,-121.1130716,48.0,47.27,0.187,0.689,0.977,0,-0.03,1.33,26.00
414,2025-05-17T12:36:07.760,37.4113517,-121.1130737,48.0,47.35,0.179,0.682,0.965,0,0.52,1.24,26.04
415,2025-05-17T12:36:07.800,37.4113563,-121.1130756,48.0,47.46,0.173,0.677,0.953,0,1.01,1.06,26.40
416,2025-05-17T12:36:07.840,37.4113608,-121.1130777,48.0,47.82,0.169,0.676,0.947,0,1.32,0.95,26.93
417,2025-05-17T12:36:07.880,37.4113653,-121.1130799,48.0,48.32,0.170,0.681,0.939,0,1.31,1.06,27.47
418,2025-05-17T12:36:07.920,37.4113699,-121.1130825,48.0,48.70,0.174,0.691,0.936,0,1.22,1.45,27.87
419,2025-05-17T12:36:07.960,37.4113746,-121.1130851,48.0,49.00,0.180,0.701,0.936,0,1.24,2.07,28.11
420,2025-05-17T12:36:08.000,37.4113790,-121.1130878,48.0,49.08,0.190,0.707,0.928,0,1.32,2.75,28.22
421,2025-05-17T12:36:08.040,37.4113834,-121.1130906,48.0,49.28,0.200,0.712,0.923,0,1.51,3.24,28.30
422,2025-05-17T12:36:08.080,37.4113881,-121.1130935,48.0,49.65,0.210,0.719,0.919,0,1.65,3.28,28.39
423,2025-05-17T12:36:08.120,37.4113925,-121.1130966,48.0,50.18,0.217,0.730,0.918,0,1.69,2.81,28.49
424,2025-05-17T12:36:08.160,37.4113971,-121.1130995,48.0,50.52,0.217,0.739,0.926,0,1.77,1.87,28.58
425,2025-05-17T12:36:08.200,37.4114015,-121.1131028,48.0,50.76,0.212,0.752,0.939,0,1.81,0.72,28.61
426,2025-05-17T12:36:08.240,37.4114059,-121.1131062,48.0,51.04,0.205,0.763,0.957,0,1.75,-0.36,28.47
427,2025-05-17T12:36:08.280,37.4114103,-121.1131098,48.0,51.41,0.199,0.768,0.976,0,1.45,-1.03,28.12
428,2025-05-17T12:36:08.320,37.4114148,-121.1131134,48.0,51.84,0.200,0.773,0.994,0,0.79,-1.12,27.53
429,2025-05-17T12:36:08.360,37.4114191,-121.1131172,48.0,52.36,0.209,0.775,1.007,0,-0.16,-0.67,26.71
430,2025-05-17T12:36:08.400,37.4114234,-121.1131211,48.0,52.56,0.221,0.770,1.012,0,-1.05,0.03,25.73
431,2025-05-17T12:36:08.440,37.4114277,-121.1131251,47.9,52.97,0.235,0.757,1.002,0,-1.69,0.80,24.75
432,2025-05-17T12:36:08.480,37.4114319,-121.1131292,47.9,53.05,0.243,0.738,0.983,0,-1.87,1.33,23.86
433,2025-05-17T12:36:08.520,37.4114362,-121.1131335,47.9,53.73,0.243,0.714,0.953,0,-1.69,1.48,23.16
434,2025-05-17T12:36:08.560,37.4114405,-121.1131380,47.9,54.25,0.238,0.694,0.929,0,-1.23,1.46,22.64
435,2025-05-17T12:36:08.600,37.4114447,-121.1131423,47.9,54.35,0.231,0.677,0.912,0,-0.61,1.39,22.31
436,2025-05-17T12:36:08.640,37.4114489,-121.1131467,47.9,54.44,0.225,0.664,0.904,0,0.01,1.41,22.13
437,2025-05-17T12:36:08.680,37.4114531,-121.1131514,48.0,54.57,0.224,0.659,0.907,0,0.57,1.62,22.04
438,2025-05-17T12:36:08.720,37.4114570,-121.1131560,48.0,54.60,0.230,0.657,0.908,0,0.96,1.92,22.07
439,2025-05-17T12:36:08.760,37.4114611,-121.1131608,48.0,55.03,0.237,0.654,0.910,0,1.20,2.08,22.14
440,2025-05-17T12:36:08.800,37.4114653,-121.1131656,48.0,55.37,0.245,0.655,0.913,0,1.27,2.06,22.24
441,2025-05-17T12:36:08.840,37.4114692,-121.1131708,47.9,55.97,0.249,0.658,0.919,0,1.21,1.76,22.27
442,2025-05-17T12:36:08.880,37.4114732,-121.1131761,47.9,56.56,0.250,0.661,0.930,0,1.01,1.19,22.16
443,2025-05-17T12:36:08.920,37.4114770,-121.1131814,47.9,56.85,0.250,0.666,0.950,0,0.70,0.52,21.84
444,2025-05-17T12:36:08.960,37.4114810,-121.1131869,48.0,57.19,0.248,0.670,0.969,0,0.31,-0.11,21.32
445,2025-05-17T12:36:09.000,37.4114848,-121.1131922,47.9,57.50,0.246,0.667,0.989,0,-0.10,-0.60,20.61
446,2025-05-17T12:36:09.040,37.4114887,-121.1131979,47.9,57.87,0.248,0.659,1.003,0,-0.69,-0.81,19.74
447,2025-05-17T12:36:09.080,37.4114926,-121.1132036,47.9,58.21,0.249,0.642,1.007,0,-1.44,-0.65,18.70
448,2025-05-17T12:36:09.120,37.4114963,-121.1132092,47.9,58.58,0.251,0.621,1.001,0,-2.17,-0.22,17.57
449,2025-05-17T12:36:09.160,37.4115000,-121.1132151,47.9,59.07,0.258,0.596,0.985,0,-2.80,0.38,16.38
450,2025-05-17T12:36:09.200,37.4115037,-121.1132211,47.9,59.48,0.263,0.566,0.963,0,-3.14,0.98,15.20
451,2025-05-17T12:36:09.240,37.4115074,-121.1132271,48.0,59.87,0.269,0.531,0.941,0,-3.28,1.43,14.08
452,2025-05-17T12:36:09.280,37.4115111,-121.1132333,48.0,60.26,0.274,0.496,0.923,0,-3.37,1.56,13.06
453,2025-05-17T12:36:09.320,37.4115148,-121.1132395,48.0,60.63,0.276,0.460,0.912,0,-3.41,1.33,12.04
454,2025-05-17T12:36:09.360,37.4115184,-121.1132457,48.0,61.14,0.275,0.423,0.912,0,-3.49,0.82,10.99
455,2025-05-17T12:36:09.400,37.4115220,-121.1132520,48.0,61.45,0.276,0.384,0.923,0,-3.56,0.20,9.81
456,2025-05-17T12:36:09.440,37.4115257,-121.1132584,48.0,61.72,0.275,0.339,0.943,0,-3.67,-0.37,8.46
457,2025-05-17T12:36:09.480,37.4115293,-121.1132649,48.0,62.15,0.276,0.288,0.968,0,-3.95,-0.81,6.89
458,2025-05-17T12:36:09.520,37.4115329,-121.1132714,48.0,62.61,0.278,0.230,0.994,0,-4.57,-1.07,5.08
459,2025-05-17T12:36:09.560,37.4115366,-121.1132778,48.1,62.95,0.279,0.168,1.016,0,-5.25,-1.22,3.18
460,2025-05-17T12:36:09.600,37.4115402,-121.1132845,48.1,63.27,0.281,0.104,1.029,0,-5.84,-1.28,1.35
461,2025-05-17T12:36:09.640,37.4115440,-121.1132910,48.1,63.63,0.282,0.045,1.034,0,-6.18,-1.30,-0.30
462,2025-05-17T12:36:09.680,37.4115477,-121.1132977,48.1,64.08,0.280,-0.008,1.037,0,-5.99,-1.22,-1.69
463,2025-05-17T12:36:09.720,37.4115515,-121.1133044,48.1,64.43,0.280,-0.056,1.034,0,-5.14,-0.94,-2.73
464,2025-05-17T12:36:09.760,37.4115553,-121.1133111,48.1,64.86,0.281,-0.098,1.027,0,-3.97,-0.59,-3.46
465,2025-05-17T12:36:09.800,37.4115591,-121.1133178,48.1,65.15,0.281,-0.131,1.022,0,-2.76,-0.30,-3.97
466,2025-05-17T12:36:09.840,37.4115631,-121.1133245,48.1,65.43,0.282,-0.154,1.012,0,-1.41,-0.16,-4.35
467,2025-05-17T12:36:09.880,37.4115669,-121.1133312,48.1,65.82,0.281,-0.175,0.997,0,-0.10,-0.20,-4.66
468,2025-05-17T12:36:09.920,37.4115709,-121.1133379,48.1,66.11,0.279,-0.188,0.986,0,0.76,-0.35,-4.92
469,2025-05-17T12:36:09.960,37.4115749,-121.1133446,48.1,66.43,0.278,-0.196,0.981,0,1.16,-0.34,-5.23
470,2025-05-17T12:36:10.000,37.4115790,-121.1133514,48.1,66.83,0.276,-0.207,0.973,0,1.04,-0.14,-5.63
471,2025-05-17T12:36:10.040,37.4115830,-121.1133582,48.2,67.35,0.275,-0.218,0.965,0,0.20,0.12,-6.13
472,2025-05-17T12:36:10.080,37.4115872,-121.1133651,48.2,67.76,0.260,-0.230,0.959,0,-1.10,0.32,-6.87
473,2025-05-17T12:36:10.120,37.4115914,-121.1133719,48.2,68.09,0.227,-0.253,0.956,0,-2.40,0.44,-7.78
474,2025-05-17T12:36:10.160,37.4115956,-121.1133786,48.2,68.10,0.169,-0.274,0.966,0,-3.77,0.50,-8.77
475,2025-05-17T12:36:10.200,37.4115998,-121.1133853,48.2,67.95,0.088,-0.294,0.979,0,-4.78,0.79,-9.83
476,2025-05-17T12:36:10.240,37.4116041,-121.1133920,48.2,67.67,-0.008,-0.318,0.998,0,-5.19,1.56,-10.98
477,2025-05-17T12:36:10.280,37.4116082,-121.1133984,48.2,67.09,-0.102,-0.346,1.013,0,-5.26,2.75,-12.14
478,2025-05-17T12:36:10.320,37.4116124,-121.1134049,48.2,66.52,-0.184,-0.373,1.023,0,-5.11,4.24,-13.42
479,2025-05-17T12:36:10.360,37.4116167,-121.1134113,48.2,66.18,-0.244,-0.410,1.025,0,-4.68,5.65,-15.01
480,2025-05-17T12:36:10.400,37.4116209,-121.1134176,48.2,65.65,-0.280,-0.452,1.022,0,-4.30,6.48,-16.81
481,2025-05-17T12:36:10.440,37.4116253,-121.1134239,48.2,65.28,-0.293,-0.501,1.015,0,-4.02,6.54,-18.78
482,2025-05-17T12:36:10.480,37.4116297,-121.1134301,48.2,64.97,-0.289,-0.551,1.012,0,-3.74,5.93,-20.85
483,2025-05-17T12:36:10.520,37.4116341,-121.1134361,48.2,64.62,-0.280,-0.606,1.005,0,-3.39,4.70,-22.89
484,2025-05-17T12:36:10.560,37.4116386,-121.1134420,48.2,64.32,-0.264,-0.658,0.994,0,-2.95,3.18,-24.77
485,2025-05-17T12:36:10.600,37.4116430,-121.1134478,48.2,63.93,-0.239,-0.703,0.980,0,-2.47,1.74,-26.43
486,2025-05-17T12:36:10.640,37.4116475,-121.1134535,48.2,63.65,-0.217,-0.747,0.964,0,-2.00,0.52,-27.84
487,2025-05-17T12:36:10.680,37.4116519,-121.1134591,48.2,63.19,-0.192,-0.785,0.947,0,-1.85,-0.42,-28.97
488,2025-05-17T12:36:10.720,37.4116565,-121.1134646,48.2,62.82,-0.164,-0.818,0.934,0,-2.08,-1.03,-29.87
489,2025-05-17T12:36:10.760,37.4116612,-121.1134700,48.2,62.45,-0.141,-0.845,0.927,0,-2.55,-1.34,-30.54
490,2025-05-17T12:36:10.800,37.4116659,-121.1134752,48.2,62.28,-0.125,-0.869,0.928,0,-2.99,-1.47,-31.03
491,2025-05-17T12:36:10.840,37.4116708,-121.1134802,48.2,62.13,-0.110,-0.887,0.934,0,-3.18,-1.42,-31.36
492,2025-05-17T12:36:10.880,37.4116757,-121.1134851,48.2,61.95,-0.104,-0.900,0.940,0,-2.83,-1.20,-31.51
493,2025-05-17T12:36:10.920,37.4116807,-121.1134897,48.2,61.61,-0.100,-0.907,0.946,0,-1.90,-0.81,-31.48
494,2025-05-17T12:36:10.960,37.4116857,-121.1134943,48.2,61.51,-0.098,-0.913,0.947,0,-0.58,-0.22,-31.22
495,2025-05-17T12:36:11.000,37.4116908,-121.1134989,48.3,61.27,-0.096,-0.915,0.947,0,0.71,0.49,-30.79
496,2025-05-17T12:36:11.040,37.4116957,-121.1135033,48.3,60.77,-0.095,-0.915,0.945,0,1.85,1.20,-30.29
497,2025-05-17T12:36:11.080,37.4117009,-121.1135075,48.3,60.47,-0.091,-0.913,0.942,0,2.62,1.72,-29.79
498,2025-05-17T12:36:11.120,37.4117061,-121.1135115,48.3,60.28,-0.083,-0.914,0.940,0,2.83,1.91,-29.37
499,2025-05-17T12:36:11.160,37.4117112,-121.1135155,48.3,60.30,-0.070,-0.916,0.941,0,2.53,1.65,-29.08
500,2025-05-17T12:36:11.200,37.4117165,-121.1135192,48.3,60.37,-0.037,-0.921,0.941,0,1.87,1.00,-28.83
501,2025-05-17T12:36:11.240,37.4117219,-121.1135229,48.3,60.48,0.005,-0.927,0.942,0,1.22,0.10,-28.52
502,2025-05-17T12:36:11.280,37.4117273,-121.1135265,48.3,60.31,0.061,-0.932,0.945,0,0.81,-0.99,-28.07
503,2025-05-17T12:36:11.320,37.4117328,-121.1135299,48.3,60.34,0.123,-0.935,0.952,0,0.83,-2.12,-27.37
504,2025-05-17T12:36:11.360,37.4117385,-121.1135330,48.4,60.84,0.176,-0.935,0.959,0,1.11,-3.19,-26.36
505,2025-05-17T12:36:11.400,37.4117441,-121.1135363,48.4,61.16,0.216,-0.935,0.969,0,1.56,-3.95,-24.96
506,2025-05-17T12:36:11.440,37.4117499,-121.1135393,48.4,61.56,0.241,-0.930,0.978,0,2.05,-4.16,-22.97
507,2025-05-17T12:36:11.480,37.4117557,-121.1135421,48.4,61.77,0.253,-0.920,0.981,0,2.61,-3.76,-20.58
508,2025-05-17T12:36:11.520,37.4117616,-121.1135448,48.4,61.69,0.263,-0.896,0.975,0,3.19,-2.89,-17.85
509,2025-05-17T12:36:11.560,37.4117675,-121.1135474,48.4,61.86,0.279,-0.856,0.962,0,3.95,-1.75,-15.00
510,2025-05-17T12:36:11.600,37.4117735,-121.1135500,48.4,62.25,0.303,-0.796,0.942,0,4.91,-0.67,-12.13
511,2025-05-17T12:36:11.640,37.4117796,-121.1135526,48.4,62.95,0.335,-0.727,0.923,0,5.92,-0.08,-9.66
512,2025-05-17T12:36:11.680,37.4117857,-121.1135550,48.4,63.53,0.363,-0.654,0.914,0,6.93,-0.09,-7.62
513,2025-05-17T12:36:11.720,37.4117920,-121.1135574,48.4,64.22,0.381,-0.579,0.914,0,7.69,-0.63,-6.05
514,2025-05-17T12:36:11.760,37.4117983,-121.1135598,48.4,64.77,0.383,-0.505,0.928,0,8.18,-1.48,-4.89
515,2025-05-17T12:36:11.800,37.4118046,-121.1135622,48.4,65.11,0.364,-0.432,0.957,0,8.43,-2.27,-4.05
516,2025-05-17T12:36:11.840,37.4118109,-121.1135644,48.4,65.34,0.334,-0.350,0.993,0,8.47,-2.52,-3.29
517,2025-05-17T12:36:11.880,37.4118172,-121.1135667,48.4,65.37,0.305,-0.264,1.028,0,8.44,-2.13,-2.49
518,2025-05-17T12:36:11.920,37.4118236,-121.1135689,48.4,65.48,0.281,-0.182,1.055,0,8.65,-1.18,-1.62
519,2025-05-17T12:36:11.960,37.4118300,-121.1135711,48.4,65.81,0.260,-0.097,1.064,0,8.83,0.04,-0.60
520,2025-05-17T12:36:12.000,37.4118364,-121.1135734,48.4,66.24,0.233,-0.023,1.062,0,8.87,1.22,0.45
521,2025-05-17T12:36:12.040,37.4118429,-121.1135758,48.4,66.64,0.183,0.043,1.040,0,8.61,2.30,1.60
522,2025-05-17T12:36:12.080,37.4118494,-121.1135782,48.4,66.78,0.109,0.106,1.021,0,8.03,3.31,2.82
523,2025-05-17T12:36:12.120,37.4118558,-121.1135807,48.4,66.34,0.021,0.157,0.999,0,7.22,4.41,4.21
524,2025-05-17T12:36:12.160,37.4118621,-121.1135831,48.4,65.82,-0.068,0.198,0.976,0,6.43,5.56,5.79
525,2025-05-17T12:36:12.200,37.4118684,-121.1135857,48.4,65.22,-0.155,0.238,0.961,0,5.76,6.61,7.74
526,2025-05-17T12:36:12.240,37.4118746,-121.1135880,48.4,64.74,-0.228,0.276,0.947,0,5.14,7.23,10.20
527,2025-05-17T12:36:12.280,37.4118807,-121.1135905,48.4,64.43,-0.282,0.326,0.934,0,4.66,7.31,12.93
528,2025-05-17T12:36:12.320,37.4118868,-121.1135933,48.4,64.11,-0.323,0.385,0.934,0,4.48,6.89,15.79
529,2025-05-17T12:36:12.360,37.4118929,-121.1135959,48.4,63.72,-0.354,0.446,0.941,0,4.47,6.10,18.59
530,2025-05-17T12:36:12.400,37.4118989,-121.1135986,48.4,63.21,-0.365,0.513,0.947,0,4.51,5.17,21.16
531,2025-05-17T12:36:12.440,37.4119048,-121.1136013,48.4,62.82,-0.363,0.576,0.960,0,4.52,4.22,23.36
532,2025-05-17T12:36:12.480,37.4119106,-121.1136043,48.4,62.34,-0.359,0.626,0.966,0,4.26,3.29,25.21
533,2025-05-17T12:36:12.520,37.4119164,-121.1136074,48.4,62.06,-0.349,0.674,0.964,0,3.55,2.31,26.72
534,2025-05-17T12:36:12.560,37.4119220,-121.1136106,48.3,61.59,-0.334,0.714,0.960,0,2.68,1.43,27.95
535,2025-05-17T12:36:12.600,37.4119276,-121.1136139,48.3,61.28,-0.323,0.751,0.952,0,1.85,0.64,28.90
536,2025-05-17T12:36:12.640,37.4119331,-121.1136171,48.3,60.92,-0.312,0.783,0.941,0,1.34,0.06,29.52
537,2025-05-17T12:36:12.680,37.4119385,-121.1136206,48.3,60.54,-0.294,0.809,0.934,0,1.23,-0.22,29.89
538,2025-05-17T12:36:12.720,37.4119440,-121.1136241,48.3,60.16,-0.282,0.830,0.930,0,1.36,-0.23,30.04
539,2025-05-17T12:36:12.760,37.4119492,-121.1136277,48.3,59.74,-0.268,0.844,0.928,0,1.45,-0.08,30.00
540,2025-05-17T12:36:12.800,37.4119543,-121.1136314,48.3,59.25,-0.251,0.857,0.926,0,1.37,0.17,29.84
541,2025-05-17T12:36:12.840,37.4119594,-121.1136353,48.3,59.09,-0.233,0.866,0.923,0,1.15,0.47,29.60
542,2025-05-17T12:36:12.880,37.4119644,-121.1136392,48.3,58.96,-0.218,0.876,0.919,0,0.83,0.76,29.32
543,2025-05-17T12:36:12.920,37.4119693,-121.1136433,48.3,58.92,-0.201,0.883,0.918,0,0.67,1.11,28.96
544,2025-05-17T12:36:12.960,37.4119743,-121.1136474,48.2,58.75,-0.189,0.893,0.918,0,0.73,1.51,28.56
545,2025-05-17T12:36:13.000,37.4119790,-121.1136515,48.2,58.11,-0.181,0.896,0.920,0,0.98,1.86,28.21
546,2025-05-17T12:36:13.040,37.4119837,-121.1136558,48.2,57.89,-0.171,0.896,0.923,0,1.26,2.04,27.97
547,2025-05-17T12:36:13.080,37.4119884,-121.1136599,48.2,57.95,-0.159,0.890,0.921,0,1.30,1.93,27.86
