loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2023-06-16T18:50:04.657-07:00,11,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.642291,35.879150390625,-29.530029296875,68.70828247070312,219.3882141113281,206.3042144775391,20.15975570678711,3061.498939,0.043182373046875,0.0181427001953125,-0.9739532470703125,3061.497693,0.001025849604047835,0.004487426485866308,0.005786782596260309,3061.471257,-122.8394775390625,27.78466796875,-265.9422607421875,3061.466538,1.121511341887214,0.03594179834471892,-0.0178302472477248,0.0001915795728564262,-0.0009901809971779585,0.0003178585320711136,-0.000527895987033844,0.003105822950601578,0.01175332069396973,XArbitraryCorrectedZVertical,-0.01710498596266633,0.01047682576531112,0.5315836115847222,0.8467683143359915,0.03592834994196892,0.01782930269837379,-0.9991953372955322,36.08835601806641,-29.58307838439941,68.57476806640625,-1,2,null,0,0,0,0,0,0,0,null,3057.779449,0,-0.9142427,101.2219,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.695-07:00,12,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.682197,36.56005096435547,-29.40362167358398,67.94244384765625,219.3873596191406,206.3033599853516,20.15966796875,3061.532587,0.0280303955078125,0.0125885009765625,-0.999359130859375,3061.531341,-0.000696150294970721,0.00310098472982645,0.005862150341272354,3061.532181,-123.7012786865234,27.67323303222656,-264.9109802246094,3061.526356,1.121518214684316,0.0359629404731919,-0.01781246704362493,-0.005275148432701826,-0.002454014029353857,-0.0007086088880896568,0.009079262614250183,0.002955751493573189,0.01868033409118652,XArbitraryCorrectedZVertical,-0.01710311559125362,0.01049044638154372,0.5315865225296855,0.846766333082573,0.03594948351383209,0.01781152561306953,-0.999194860458374,36.56005096435547,-29.40362167358398,67.94244384765625,-1,2,null,0,0,0,0,0,0,0,null,3057.779449,0,-0.9142427,101.2219,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.732-07:00,13,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.722123,35.98731994628906,-29.33782768249512,68.62075805664062,219.387451171875,206.3034515380859,20.15957832336426,3061.566236,0.0243988037109375,0.019927978515625,-0.99359130859375,3061.564989,-0.002562493551522493,0.006070143077522516,0.004735899157822132,3061.562643,-123.3982086181641,28.10218811035156,-264.9264221191406,3061.526356,1.121518214684316,0.0359629404731919,-0.01781246704362493,-0.005275148432701826,-0.002454014029353857,-0.0007086088880896568,0.009079262614250183,0.002955751493573189,0.01868033409118652,XArbitraryCorrectedZVertical,-0.01710311559125362,0.01049044638154372,0.5315865225296855,0.846766333082573,0.03594948351383209,0.01781152561306953,-0.999194860458374,36.56005096435547,-29.40362167358398,67.94244384765625,-1,2,null,0,0,0,0,0,0,0,null,3057.779449,0,-0.9142427,101.2219,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.761-07:00,14,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.742045,35.81731414794922,-29.60173416137695,68.87722778320312,219.3877563476562,206.3037567138672,20.15953254699707,3061.599883,0.04296875,0.0195465087890625,-0.990814208984375,3061.598637,-0.00520647969096899,0.004611263517290354,0.003540140110999346,3061.593105,-123.7112274169922,27.91421508789062,-264.9976806640625,3061.586175,1.121519100495907,0.0359562342557383,-0.01786233087915841,0.004743150901049376,0.0007161614485085011,0.0001366455107927322,-0.006554268300533295,-0.004250476136803627,0.00380241870880127,XArbitraryCorrectedZVertical,-0.01712244558811763,0.01047433915566674,0.5315864620491318,0.8467661545620374,0.03594275191426277,0.01786138117313385,-0.9991942048072815,35.81731414794922,-29.60173416137695,68.87722778320312,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.792-07:00,15,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.781881,36.31881713867188,-29.23788261413574,68.38253784179688,219.3882141113281,206.3042144775391,20.15944290161133,3061.633531,0.0395965576171875,0.02001953125,-0.9889373779296875,3061.632285,-0.006788664031773806,0.003027215134352446,0.004639492835849524,3061.623566,-122.8378753662109,28.11688232421875,-265.567138671875,3061.586175,1.121519100495907,0.0359562342557383,-0.01786233087915841,0.004743150901049376,0.0007161614485085011,0.0001366455107927322,-0.006554268300533295,-0.004250476136803627,0.00380241870880127,XArbitraryCorrectedZVertical,-0.01712244558811763,0.01047433915566674,0.5315864620491318,0.8467661545620374,0.03594275191426277,0.01786138117313385,-0.9991942048072815,35.81731414794922,-29.60173416137695,68.87722778320312,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.827-07:00,16,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.821728,35.94970703125,-29.2479305267334,68.86636352539062,219.3880462646484,206.3040466308594,20.15935134887695,3061.66718,0.0226898193359375,0.0146942138671875,-0.99774169921875,3061.665934,-0.0009496832499280572,0.006174006499350071,0.00549410143867135,3061.654028,-122.7312622070312,28.07266235351562,-265.9232788085938,3061.645994,1.121525085068929,0.03593142709779962,-0.01784605545805361,0.001226656138896942,0.0007524094544351101,9.607383981347084e-05,-0.007414497435092926,0.003425709903240204,0.007084190845489502,XArbitraryCorrectedZVertical,-0.01710899453251344,0.01046811303620304,0.5315893753337658,0.8467646501401906,0.0359179750084877,0.01784510910511017,-0.999195396900177,35.76914215087891,-29.32540893554688,68.89962768554688,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.861-07:00,17,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.841751,36.11945343017578,-29.27915382385254,68.38748168945312,219.3878784179688,206.3038787841797,20.1593074798584,3061.700827666667,0.03082275390625,0.0219879150390625,-0.995025634765625,3061.699580666667,-0.002927080262452364,0.003625361248850822,0.005693838465958834,3061.684489666667,-123.8793334960938,27.64289855957031,-264.629638671875,3061.645994,1.121525085068929,0.03593142709779962,-0.01784605545805361,0.001226656138896942,0.0007524094544351101,9.607383981347084e-05,-0.007414497435092926,0.003425709903240204,0.007084190845489502,XArbitraryCorrectedZVertical,-0.01710899453251344,0.01046811303620304,0.5315893753337658,0.8467646501401906,0.0359179750084877,0.01784510910511017,-0.999195396900177,35.76914215087891,-29.32540893554688,68.89962768554688,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.893-07:00,18,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.881559,35.38473510742188,-29.71527862548828,69.63677978515625,219.3872222900391,206.30322265625,20.15921401977539,3061.734474666667,0.0445709228515625,0.0205230712890625,-0.975128173828125,3061.733228666667,-0.0008386294357478619,0.00683233980089426,0.005405950825661421,3061.714952666667,-124.3459930419922,27.46734619140625,-263.6061706542969,3061.705812666667,1.121516258356424,0.03592634041231517,-0.01779200846186162,0.005102572031319141,0.0003350572660565376,0.0005109687335789204,0.003500580787658691,0.001892833039164543,0.00926738977432251,XArbitraryCorrectedZVertical,-0.01708471907992609,0.0104804074220296,0.5315862274340817,0.8467669305840975,0.03591292724013329,0.01779107004404068,-0.9991965293884277,36.2452392578125,-29.33011436462402,68.49667358398438,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.928-07:00,19,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.921443,36.39582824707031,-29.3715763092041,68.51828002929688,219.3864593505859,206.3024597167969,20.15912437438965,3061.768123666667,0.0298919677734375,0.0138092041015625,-0.995269775390625,3061.766877666667,-0.003458647290244699,0.002752110594883561,0.005691441707313061,3061.745414666667,-123.6043548583984,27.98629760742188,-264.4624633789062,3061.705812666667,1.121516258356424,0.03592634041231517,-0.01779200846186162,0.005102572031319141,0.0003350572660565376,0.0005109687335789204,0.003500580787658691,0.001892833039164543,0.00926738977432251,XArbitraryCorrectedZVertical,-0.01708471907992609,0.0104804074220296,0.5315862274340817,0.8467669305840975,0.03591292724013329,0.01779107004404068,-0.9991965293884277,36.2452392578125,-29.33011436462402,68.49667358398438,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.961-07:00,20,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.941505,35.67953491210938,-29.45982933044434,68.922119140625,219.3855590820312,206.3015594482422,20.15908050537109,3061.801771666667,0.027496337890625,0.0200653076171875,-0.9944305419921875,3061.800525666667,-0.004929511342197657,0.005422462243586779,0.005124720744788647,3061.775879666667,-123.6646728515625,27.97189331054688,-264.8201293945312,3061.765631666667,1.121550090223703,0.03592941647622549,-0.01784828011719349,-0.0008416976779699326,-0.000700831413269043,0.002471350133419037,0.005298085510730743,0.001256737858057022,0.01807057857513428,XArbitraryCorrectedZVertical,-0.01710953216871006,0.01046645635116178,0.531599952676444,0.8467580416735585,0.03591596335172653,0.01784733310341835,-0.9991954565048218,35.56850433349609,-29.70079231262207,69.03707885742188,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:04.996-07:00,21,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966604.981357,35.56178283691406,-29.66781425476074,68.88943481445312,219.3859100341797,206.3019104003906,20.15898895263672,3061.835419666667,0.038909912109375,0.0211181640625,-0.98773193359375,3061.834172666667,-0.001806155894882977,0.005543902516365051,0.004286624025553465,3061.836806666667,-122.7147521972656,27.8331298828125,-266.1364135742188,3061.825449666667,1.12154819577581,0.03594998080170964,-0.0178147617125888,-0.003871585475280881,0.0001072464510798454,-0.000644385814666748,-0.007890820503234863,-0.003134798258543015,0.005146205425262451,XArbitraryCorrectedZVertical,-0.01710079893775143,0.01048409300947582,0.53159929907896,0.8467584621173322,0.03593653440475464,0.01781381852924824,-0.9991952776908875,35.73001098632812,-29.4642505645752,68.64508056640625,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:05.026-07:00,22,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966605.021135,36.14836883544922,-29.22532081604004,68.486083984375,219.3857574462891,206.3017578125,20.15889930725098,3061.869067666667,0.047637939453125,0.0207366943359375,-0.9774932861328125,3061.867821666667,-0.009140235371887684,0.003758252831175923,0.003646133933216333,3061.867272666667,-123.4444427490234,27.69856262207031,-265.6679382324219,3061.825449666667,1.12154819577581,0.03594998080170964,-0.0178147617125888,-0.003871585475280881,0.0001072464510798454,-0.000644385814666748,-0.007890820503234863,-0.003134798258543015,0.005146205425262451,XArbitraryCorrectedZVertical,-0.01710079893775143,0.01048409300947582,0.53159929907896,0.8467584621173322,0.03593653440475464,0.01781381852924824,-0.9991952776908875,35.73001098632812,-29.4642505645752,68.64508056640625,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:05.061-07:00,23,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966605.041147,35.69841766357422,-29.44259643554688,68.61257934570312,219.3849029541016,206.3009033203125,20.15885543823242,3061.902715666667,0.02618408203125,0.014007568359375,-1.007400512695312,3061.901469666667,0.001677791471593082,0.001341434195637703,0.007009972352534533,3061.897737666667,-124.4495391845703,27.56196594238281,-264.1145629882812,3061.885268666667,1.121565713015046,0.03596209994599991,-0.01782174599210774,0.0009017984848469496,-0.0006601817440241575,-0.0009681596420705318,-0.002943817526102066,0.001969913020730019,0.009723305702209473,XArbitraryCorrectedZVertical,-0.01710706909532446,0.01048721668505152,0.5316065476636878,0.8467537177427158,0.03594863787293434,0.01782080344855785,-0.9991947412490845,36.44970703125,-29.38734817504883,68.40570068359375,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
2023-06-16T18:50:05.096-07:00,24,0,0,0,0,0,-1,0,-1,-1,-1,0,1686966605.080954,36.56158447265625,-29.32155418395996,68.01083374023438,219.3844909667969,206.3004913330078,20.15876388549805,3061.936363666667,0.0282440185546875,0.020355224609375,-0.9912109375,3061.935117666667,-0.003269296605139971,0.003002447774633765,0.004983306862413883,3061.928204666667,-123.7131042480469,27.86563110351562,-264.8829650878906,3061.885268666667,1.121565713015046,0.03596209994599991,-0.01782174599210774,0.0009017984848469496,-0.0006601817440241575,-0.0009681596420705318,-0.002943817526102066,0.001969913020730019,0.009723305702209473,XArbitraryCorrectedZVertical,-0.01710706909532446,0.01048721668505152,0.5316065476636878,0.8467537177427158,0.03594863787293434,0.01782080344855785,-0.9991947412490845,36.44970703125,-29.38734817504883,68.40570068359375,-1,2,null,0,0,0,0,0,0,0,null,3058.842508,0,-0.9036732,101.2218,1686966604.321901,10.0.0.170,10.104.71.52,my_iOS_device,0,5,1686966604.302089,1,0.38,0
